category,cost,cuisine,featured,location,names,rating,reviews,urls
Casual Dining,"Rs. 1,000","Goan,Seafood",Super Seafood,"Pali Hill, Bandra West","Soul Fry
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/soul-fry-pali-hill-bandra-west
Bakery,Rs. 300,Bakery,"
                                                                                        20% off on all orders above ₹199
                                        ",Khar,"Dutch Patisserie
                                    ",4.2,(186 Reviews),https://www.zomato.com/mumbai/dutch-patisserie-khar
Quick Bites,Rs. 450,"North Indian,South Indian,Fast Food,Street Food,Biryani,Desserts,Beverages",,"Naupada, Thane West","Hotel Amantran
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/hotel-amantran-naupada-thane-west
Café,"Rs. 1,200","Cafe,Continental,Healthy Food",,Colaba,"Easyhuman Cafe
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/easyhuman-cafe-colaba
"Café,Casual Dining","Rs. 1,200","Cafe,Italian,American,Desserts",,Kemps Corner,"Plate & Pint
                                    ",4.2,(503 Reviews),https://www.zomato.com/mumbai/plate-pint-kemps-corner
,Rs. 500,"Salad,Healthy Food,Beverages",,"Versova, Andheri West","Happie Calories
                                    ",4.2,(260 Reviews),https://www.zomato.com/mumbai/happie-calories-1-versova
"Casual Dining,Lounge","Rs. 1,600","North Indian,Italian,Chinese,Continental,BBQ",Rooftops,Powai,"Rude Lounge
                                    ",4.2,"(7,614 Reviews)",https://www.zomato.com/mumbai/rude-lounge-powai
Quick Bites,Rs. 100,South Indian,,Seawoods,"Nashta Vashta
                                    ",4.2,(192 Reviews),https://www.zomato.com/mumbai/nashta-vashta-seawoods-navi-mumbai
,Rs. 200,"North Indian,Beverages",,Mira Road,"The Neeru's Kitchen
                                    ",4.2,(506 Reviews),https://www.zomato.com/mumbai/the-neerus-kitchen-mira-road
Casual Dining,"Rs. 1,000","North Indian,Chinese,Seafood,Mughlai,Kebab",,Ghatkopar West,"Abhinandan
                                    ",4.2,(852 Reviews),https://www.zomato.com/mumbai/abhinandan-ghatkopar-west
,Rs. 350,"North Indian,Biryani","
                                                                                        20% off on all orders
                                        ",Vashi,"Petway Of India
                                    ",4.2,(147 Reviews),https://www.zomato.com/mumbai/petway-of-india-vashi-navi-mumbai
Casual Dining,"Rs. 1,700","North Indian,Italian,Sandwich,Desserts",Best of Mumbai,Vashi,"70 Beans
                                    ","4.7,3.6",,https://www.zomato.com/mumbai/70-beans-1-vashi-navi-mumbai
Beverage Shop,Rs. 150,Beverages,,Dombivali East,"Kailash Mandir Lassi and Sweets
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/kailash-mandir-lassi-and-sweets-dombivali-east
Café,"Rs. 1,200","Cafe,Continental,European,Healthy Food",,"Versova, Andheri West","Leaping Windows
                                    ","4.2,4.1",,https://www.zomato.com/leapingwindows
Dessert Parlor,Rs. 300,"Desserts,Beverages",,Borivali West,"XO Belgian Waffle
                                    ","4.0,4.4",,https://www.zomato.com/mumbai/xo-belgian-waffle-borivali-west
Quick Bites,Rs. 500,"Malwani,Seafood,North Indian",Super Seafood,Vile Parle East,"Malwani Aswad
                                    ",4.2,(421 Reviews),https://www.zomato.com/mumbai/malwani-aswad-vile-parle-east
Casual Dining,Rs. 900,"Chinese,North Indian",Legendary Outlets,"Pali Hill, Bandra West","Janata Lunch Home
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/janata-lunch-home-pali-hill-bandra-west
Bakery,Rs. 450,"Bakery,Fast Food",,Borivali West,"Birdy's
                                    ",4.2,(297 Reviews),https://www.zomato.com/mumbai/birdys-borivali-west
,Rs. 300,"South Indian,Modern Indian,Beverages",,Malad West,"Madras Idli
                                    ",4.2,"(1,590 Reviews)",https://www.zomato.com/mumbai/madras-idli-malad-west
Quick Bites,Rs. 500,Mughlai,,Colaba,"Kebab Gunj
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/kebab-gunj-colaba
Casual Dining,"Rs. 2,000","North Indian,Mughlai","Romantic,Rooftops",Colaba,"Koyla
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/koyla-colaba
Casual Dining,"Rs. 2,000","North Indian,Turkish,Lebanese,Greek",,Malad West,"Sigree Global Grill
                                    ","4.4,3.9",,https://www.zomato.com/mumbai/sigree-global-grill-malad-west
Casual Dining,"Rs. 1,600","North Indian,Chinese,Italian,Biryani",,"Hotel Krishna Palace, Grant Road","Flute 24 Hrs
                                    ","4.3,4.1",,https://www.zomato.com/mumbai/flute-24-hrs-grant-road
,Rs. 500,Chinese,,Khar,"Asian Touch
                                    ",4.2,(73 Reviews),https://www.zomato.com/mumbai/asian-touch-khar
Bakery,Rs. 400,"Bakery,Desserts",,Dahisar East,"Bake It Easy
                                    ",4.2,(124 Reviews),https://www.zomato.com/mumbai/bake-it-easy-1-dahisar-east
"Dessert Parlor,Bakery",Rs. 450,"Desserts,Bakery",,Mulund West,"Indulge
                                    ",4.2,(273 Reviews),https://www.zomato.com/mumbai/indulge-mulund-west
Dessert Parlor,Rs. 350,Ice Cream,,"Andheri Lokhandwala, Andheri West","Iscicle
                                    ","4.0,4.4",,https://www.zomato.com/mumbai/iscicle-andheri-lokhandwala
"Beverage Shop,Dessert Parlor",Rs. 150,"Beverages,Desserts",,Girgaon Chowpatty,"Anando
                                    ","3.8,4.5",,https://www.zomato.com/mumbai/anando-chowpatty
,Rs. 300,"Healthy Food,North Indian",,Malad West,"Khichdi Express
                                    ",4.2,(93 Reviews),https://www.zomato.com/mumbai/khichdi-express-malad-west
,Rs. 400,South Indian,"
                                                                                        40% off on all orders
                                        ",Goregaon East,"Fort Kochi
                                    ",4.2,(262 Reviews),https://www.zomato.com/mumbai/fort-kochi-1-goregaon-east
Fine Dining,"Rs. 2,500","Continental,North Indian,Salad","Sunday Brunches,Great Breakfasts,Up to 40% OFF,
                                                                                        20% off on all orders above ₹1000
                                        ","Marine Plaza, Marine Lines","The Bayview Restaurant - Marine Plaza
                                    ",4.2,"(1,065 Reviews)",https://www.zomato.com/mumbai/the-bayview-restaurant-marine-plaza-churchgate
Casual Dining,Rs. 700,"Burger,Fast Food",,Malad West,"Howra Burger
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/howra-burger-1-malad-west
Quick Bites,Rs. 250,"Beverages,Juices",Kickass Burgers,Colaba,"Modern Juice Centre
                                    ",4.2,(479 Reviews),https://www.zomato.com/mumbai/modern-juice-centre-colaba
Fine Dining,"Rs. 3,000",Italian,Wine & Dine,"JW Marriott Mumbai Juhu, Juhu","Mezzo Mezzo - JW Marriott Mumbai Juhu
                                    ",4.2,(645 Reviews),https://www.zomato.com/mumbai/mezzo-mezzo-jw-marriott-mumbai-juhu-juhu
Lounge,"Rs. 2,000","Asian,Continental,Burger,Rolls,Kebab,Modern Indian",,Cuffe Parade,"Hammer & Song
                                    ",4.2,(390 Reviews),https://www.zomato.com/mumbai/hammer-song-cuffe-parade
Casual Dining,Rs. 900,"Tibetan,Chinese",,Malad West,"New Sernyaa
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/new-sernyaa-malad-west
,Rs. 350,North Indian,"
                                                                                        35% off on all orders
                                        ","Khopat, Thane West","Mummy Ki Rasoi
                                    ",4.2,(138 Reviews),https://www.zomato.com/mumbai/mummy-ki-rasoi-1-khopat-thane-west-thane
Quick Bites,Rs. 300,"South Indian,North Indian",,Fort,"Poornima
                                    ","4.1,4.3",,https://www.zomato.com/mumbai/poornima-fort
Dessert Parlor,Rs. 500,"Desserts,Ice Cream",,Vile Parle West,"Temptations
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/temptations-vile-parle-west
"Casual Dining,Bar","Rs. 2,400","North Indian,Mughlai","
                                                                                        20% off on your first order
                                        ","Palladium Mall, Lower Parel","Punjab Grill
                                    ","4.3,4.1",,https://www.zomato.com/mumbai/punjab-grill-lower-parel
Bakery,Rs. 500,Bakery,,"Hiranandani Estate, Thane West","Redburry Cakes
                                    ",4.2,(258 Reviews),https://www.zomato.com/mumbai/redburry-cakes-hiranandani-estate-thane-west
Fine Dining,"Rs. 3,000","American,European,Desserts,Continental",,Fort,"The Clearing House
                                    ",4.2,(496 Reviews),https://www.zomato.com/mumbai/the-clearing-house-2-fort
Fine Dining,"Rs. 3,000","North Indian,Italian,Asian,Desserts,Thai,Continental",All-Day Dining,"Courtyard by Marriott, Chakala","MoMo Cafe - Courtyard By Marriott
                                    ",4.2,(908 Reviews),https://www.zomato.com/mumbai/momo-cafe-courtyard-by-marriott-chakala
,Rs. 200,North Indian,,Jogeshwari,"Only Roti's
                                    ",4.2,"(1,617 Reviews)",https://www.zomato.com/mumbai/only-rotis-jogeshwari
Bakery,Rs. 200,"Bakery,Desserts,Beverages",,Khar,"Crosta The Cake Boutique
                                    ",4.2,(616 Reviews),https://www.zomato.com/mumbai/crosta-the-cake-boutique-khar
,Rs. 150,Maharashtrian,"
                                                                                        20% off on all orders above ₹499
                                        ",Virar,"Annapurna Tiffin Sevices
                                    ",4.2,(192 Reviews),https://www.zomato.com/mumbai/annapurna-tiffin-sevices-virar
Casual Dining,"Rs. 1,700","Burger,Asian,European,Continental,Desserts,Beverages",Best of Mumbai,Bandra Kurla Complex,"Toast & Tonic
                                    ","4.5,3.9",,https://www.zomato.com/mumbai/toast-tonic-bandra-kurla-complex
,Rs. 400,Fast Food,"
                                                                                        30% off on all orders above ₹199
                                        ",Goregaon West,"Shree Pet Pooja
                                    ",4.2,(58 Reviews),https://www.zomato.com/mumbai/shree-pet-pooja-goregaon-west
,Rs. 500,"North Indian,Chinese,Mughlai,Rolls,Biryani","
                                                                                        10% off on all orders above ₹499
                                        ","Andheri Lokhandwala, Andheri West","Chef Corner
                                    ",4.2,(103 Reviews),https://www.zomato.com/mumbai/chef-corner-andheri-lokhandwala
Sweet Shop,Rs. 300,Mithai,,Mulund West,"Shri Krishna Sweets
                                    ",4.2,(43 Reviews),https://www.zomato.com/mumbai/shri-krishna-sweets-mulund-west
,Rs. 200,"Ice Cream,Desserts",,Ghatkopar East,"Mister Vegan
                                    ",4.2,(86 Reviews),https://www.zomato.com/mumbai/mister-vegan-ghatkopar-east
"Bakery,Dessert Parlor",Rs. 200,"Bakery,Desserts",,Kharghar,"Cake Route
                                    ",4.2,(127 Reviews),https://www.zomato.com/mumbai/cake-route-kharghar-navi-mumbai
,Rs. 600,"Italian,Fast Food,Sandwich,Burger",,"Oshiwara, Andheri West","Quesso Xpress
                                    ",4.2,"(1,108 Reviews)",https://www.zomato.com/mumbai/quesso-xpress-1-oshiwara
Casual Dining,"Rs. 1,000","Continental,Italian,European,Mexican,Finger Food,Greek,Salad",Value For Money,Mahakali,"SMP Express By Sun, Moon & Potatoes
                                    ",4.2,(799 Reviews),https://www.zomato.com/mumbai/smp-express-by-sun-moon-potatoes-mahakali
Casual Dining,"Rs. 1,600","North Indian,Chinese,Seafood,Mughlai","Great Buffets,
                                                                                        10% off on all orders above ₹950
                                        ",Chakala,"Cocoon- Dragonfly Hotel
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/cocoon-dragonfly-hotel-chakala
Bakery,Rs. 500,"Bakery,Desserts",,Azad Nagar,"Patisserie At The Club Mumbai
                                    ",4.2,(63 Reviews),https://www.zomato.com/mumbai/patisserie-at-the-club-mumbai-azad-nagar
Casual Dining,"Rs. 1,200","North Indian,American,Chinese","Sea View,Romantic,Rooftops",Colaba,"Bayview Cafe
                                    ",4.2,"(1,526 Reviews)",https://www.zomato.com/mumbai/bayview-cafe-colaba
Quick Bites,Rs. 850,"Fast Food,Chinese",,Mulund West,"The Hungry Pirates
                                    ","3.9,4.4",,https://www.zomato.com/mumbai/the-hungry-pirates-mulund-west
Fine Dining,"Rs. 3,700","Italian,French,Mediterranean,Mexican","Sunday Brunches,For The Family,Great Breakfasts","Sahara Star, Vile Parle East","The Earth Plate - Sahara Star
                                    ",4.2,(812 Reviews),https://www.zomato.com/mumbai/the-earth-plate-sahara-star-vile-parle-east
Quick Bites,Rs. 500,"Beverages,Fast Food",,Tardeo,"Bomberry
                                    ","4.2,4.2",,https://www.zomato.com/mumbai/bomberry-2-tardeo
Café,Rs. 700,"Cafe,Healthy Food,Street Food,Sandwich,Burger,Italian,Desserts,Beverages",,"Andheri Lokhandwala, Andheri West","Earthlings' Cafe
                                    ","4.1,4.2",,https://www.zomato.com/mumbai/earthlings-cafe-andheri-lokhandwala
Café,Rs. 800,"Cafe,Continental,Italian","Corporate Favorites,Veggie Friendly",Powai,"Sandoitchi
                                    ","4.3,4.1",,https://www.zomato.com/mumbai/sandoitchi-powai
,Rs. 600,"North Indian,Chinese,Kebab,Biryani,Seafood,Rolls,Mughlai,Fast Food","
                                                                                        ₹100 off on all orders above ₹499
                                        ","Oshiwara, Andheri West","Cookstory
                                    ",4.2,"(1,772 Reviews)",https://www.zomato.com/mumbai/cookstory-oshiwara
,Rs. 300,"Biryani,Mughlai",,Vasai,"Old Lucky Caterers
                                    ",4.2,(106 Reviews),https://www.zomato.com/mumbai/old-lucky-caterers-vasai
,Rs. 600,"Chinese,North Indian",,Juhu,"Salt N Pepper
                                    ",4.2,(91 Reviews),https://www.zomato.com/mumbai/salt-n-pepper-1-juhu
Quick Bites,Rs. 700,"Pizza,Fast Food",,Prabhadevi,"Viking Pizza
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/viking-pizza-1-prabhadevi
,Rs. 300,"Bakery,Desserts",,Tardeo,"Cake Pop Rush
                                    ",4.2,(523 Reviews),https://www.zomato.com/cakepoprush
Café,Rs. 400,"Cafe,Fast Food,Italian,Beverages",,Vasai,"Cafe Brosten
                                    ","4.0,4.3",,https://www.zomato.com/mumbai/cafe-brosten-1-vasai
Fine Dining,"Rs. 5,500","Chinese,Japanese,Thai,North Indian","Sunday Brunches,Pan-Asian Delicacies","Four Seasons, Worli","San-Qi - Four Seasons
                                    ",4.2,(503 Reviews),https://www.zomato.com/mumbai/san-qi-four-seasons-worli
Dessert Parlor,Rs. 300,Desserts,,"Panch Pakhadi, Thane West","Amor Churros
                                    ","4.2,4.1",,https://www.zomato.com/mumbai/amor-churros-panch-pakhadi-thane-west
,Rs. 300,"Lebanese,Fast Food,Beverages",,Kandivali East,"Shawarma Street
                                    ",4.2,(68 Reviews),https://www.zomato.com/mumbai/shawarma-street-kandivali-east
Sweet Shop,Rs. 300,Mithai,,Dombivali East,"Ashok Sweets
                                    ",4.2,(100 Reviews),https://www.zomato.com/mumbai/ashok-sweets-dombivali-east
Quick Bites,Rs. 250,Lebanese,,"Reclamation, Bandra West","Rudy's Arabian Shawarma
                                    ",4.2,(102 Reviews),https://www.zomato.com/mumbai/rudys-arabian-shawarma-reclamation-bandra-west
